evaluation_variant,prompt_style,sample_number,complaint_id,complaint,summary_source,raw_generated_summary,validated_summary,output_for_review,factuality_1_5,relevance_1_5,clarity_1_5,usefulness_1_5,hallucination_found_yes_no,review_notes
structured_final_system,structured,7,4202344,hello my name is [REDACTED] i am writing this complaint because i was trying to get a refund for my [REDACTED] account ended up getting sent to a weird customer service to where they try to get my bank card information in my personal information they ended up getting ahold of it in a try to debit my account for money_amount money_amount on 2 separate transactions and the payment_app is the company that he was using i have the actual receipts which i will send you a copy of the pictures snapshots of it i did not give him authorization whatsoever he completely lied to me it was completely botched and i had to cancel my debit card and file a report through fraud through [REDACTED],flan_t5,i am writing this complaint because i was trying to get a refund for my [REDACTED] account ended up getting sent to a weird customer service to where they try to get my bank card information in my personal information they ended up getting ahold of it in a try to debit my account for money_amount money_amount on 2 separate transactions and the payment_app is the company that he was using i have the actual,i am writing this complaint because i was trying to get a refund for my [REDACTED] account ended up getting sent to a weird customer service to where they try to get my bank card information in my personal information they ended up getting ahold of it in a try to debit my account for money_amount money_amount on 2 separate transactions and the payment_app is the company that he was using i have the actual,"Risk level: Medium
Suspected pattern: money-transfer or payment-app scam
Red flags: request to transfer money
Summary: i am writing this complaint because i was trying to get a refund for my [REDACTED] account ended up getting sent to a weird customer service to where they try to get my bank card information in my personal information they ended up getting ahold of it in a try to debit my account for money_amount money_amount on 2 separate transactions and the payment_app is the company that he was using i have the actual",,,,,,
structured_final_system,structured,8,7571971,"my company was acquired by redacted last year and the relationship with my former 401k carrier ( redacted ) was being terminated this year, forcing me to transfer my 401k funds. i chose to directly roll the 401k ( approx $ redacted ) into my new redacted 401k account. redacted insisted on a paper check being sent to my home address from redacted , then sent on to redacted 's retirement services department in il. i received the paper check, added the necessary rollover paperwork, and mailed it all ( usps ) to accenture on redacted / redacted / redacted or redacted from an official usps mailbox in [REDACTED] the check, issued by bank bank, was somehow intercepted, forged, and deposited or cashed on redacted / redacted /28 at redacted . i discovered this on redacted / redacted / redacted when redacted sent me the attached forged check after i inquired about why it still wasn't showing up in my account at redacted . we submitted a declaration of unauthorized endorsement to redacted and their bank ( bank ) the week of redacted / redacted / redacted . i understand their fraud division opened a case with [REDACTED] the same week. i spoke with the police on redacted / redacted /28 to open a report and filed",extractive_fallback,redacted / redacted /28,i discovered this on redacted / redacted / redacted when redacted sent me the attached forged check after i inquired about why it still wasn't showing up in my account at redacted. we submitted a declaration of unauthorized endorsement to redacted and their bank (.,"Risk level: High
Suspected pattern: account takeover or unauthorized transaction
Red flags: impersonation of a trusted organization; request to transfer money; romance or relationship manipulation; consumer denies authorizing the transaction
Summary: i discovered this on redacted / redacted / redacted when redacted sent me the attached forged check after i inquired about why it still wasn't showing up in my account at redacted. we submitted a declaration of unauthorized endorsement to redacted and their bank (.",,,,,,
structured_final_system,structured,9,4703081,i recently had a fraudulent wire charge for [REDACTED] / redacted / redacted and was denied my phone was stolen and i thi then bbva denied the dispute,extractive_fallback,a fraud analyst.,i recently had a fraudulent wire charge for [REDACTED] / redacted / redacted and was denied my phone was stolen and i thi then bbva denied the dispute.,"Risk level: Medium
Suspected pattern: other suspected fraud or disputed transaction
Red flags: request to transfer money
Summary: i recently had a fraudulent wire charge for [REDACTED] / redacted / redacted and was denied my phone was stolen and i thi then bbva denied the dispute.",,,,,,
structured_final_system,structured,10,2726110,i received a cashiers check in the amount of redacted it came special delivery through the mail. the date on the check is [REDACTED] . it did n't have any documents attached. i enter a lot of online sweepstakes and contests so i thought it was in connection with that. i took the cashiers check to my bank and told them i was n't sure of where it came from. however it had the correct spelling of my name and the correct address. the tellers checked out the water marks and said it looked good to them. i told them i wanted to deposit the check and told them i did n't want any of it until it cleared. it cleared the next day but i waited a week making sure the check had cleared. i was told again it had cleared so i took out the full amount. i gave some of it to a needy friend and some to my son for clothes. paid off some bills etc. well a day or two passed and all of a sudden the check is not good. i have my checks direct deposited to the account. i use the money to pay the rent. the bank put me at fault taking every penny out of my account for 2 months,flan_t5,i received a cashiers check in the amount of redacted it came special delivery through the mail.,i received a cashiers check in the amount of redacted it came special delivery through the mail.,"Risk level: Low
Suspected pattern: fake check or overpayment scam
Red flags: check overpayment or counterfeit check
Summary: i received a cashiers check in the amount of redacted it came special delivery through the mail.",,,,,,
structured_final_system,structured,11,6152892,so back on redacted the redacted on a sunday i went to a salon shop to get my hair done i had swiped my card there 5 minutes after i left i got some unknown transactions that i went to a gas station ( redacted ) and it had took all of my money out my card i immediately called my bank ( bank ) i let them know that i got scam someone took my money they even blocked all transactions for me and gave me a replacement card i even called the police and report it and i got the police report so days goes by my bank had refunded me half of my money but not all of my money i ask why i cant have all of my money back they said they needed proof so i sent them the police report that i made that day and i sent them screenshots and proof i was at the salon that day and they still wont refund me my money back and each and everyday i keep calling and asking for my money back because they took a lot of money out of my card and i work hard for it i just wanted my money back i cant loose my money not like this please help,extractive_fallback,Consumer complaint: a fraud analyst.,so back on redacted the redacted on a sunday i went to a salon shop to get my hair done i had swiped my card there 5 minutes after i left i got some unknown transactions that i went to a gas station ( redacted.,"Risk level: Medium
Suspected pattern: debt-collection or government impostor scam
Red flags: urgent or threatening language; impersonation of a trusted organization
Summary: so back on redacted the redacted on a sunday i went to a salon shop to get my hair done i had swiped my card there 5 minutes after i left i got some unknown transactions that i went to a gas station ( redacted.",,,,,,
structured_final_system,structured,12,4516979,"i applied for job on redacted for an [REDACTED] position for a school. the listing was taken off the website, so i figured someone took the position, however, a person named redacted emailed me and said she would send my email to a partner for a [REDACTED] job. the job described that i would be running personal errands and the money would be for donations ranging from foster care to invoices to colleagues. we exchange information and the partner of the school said i was to start the following week, which was the week of the redacted of redacted . on the redacted , the first purchase was for a [REDACTED] for redacted , and yesterday for a redacted money order which was split into 3 orders : 2 for money_amount , 1 for redacted . i got an inkling to check my bank account, only to see it was overdrawn. i called my bank and they notified me that the check bounced. i did further research to see if any other [REDACTED] jobs had the same format of wanting to have people be [REDACTED] for approx, 30 hours per week and for a set price per week, and for helping donate to foster care systems, to which i found plenty. i also went",flan_t5,i applied for a job on redacted for an [REDACTED] position for a school.,i applied for a job on redacted for an [REDACTED] position for a school.,"Risk level: Low
Suspected pattern: fake check or overpayment scam
Red flags: check overpayment or counterfeit check
Summary: i applied for a job on redacted for an [REDACTED] position for a school.",,,,,,
structured_final_system,structured,13,1620540,i am a customer of rush card. [REDACTED] they updated their system and since that date i have had no access to my money. today is the redacted . i have lost my car insurance my lights were turned off and i am about to lose my home. also my vehicle tag expires today. my whole family has been affected by this. i have redacted children that now arein the dark. i have called customer service to only be hung up on or told they can not find my account. i have also been told my mom ey is on my card but still remain to get insufficient funds on receipts.,flan_t5,Consumer complaint: a customer of rush card.,Consumer complaint: a customer of rush card.,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: Consumer complaint: a customer of rush card.",,,,,,
structured_final_system,structured,14,1620841,"not sure what category it falls under, but i am a rush card holder and has not had access to the remaining money on my card.",extractive_fallback,Do not invent facts. Do not invent facts.,"not sure what category it falls under, but i am a rush card holder and has not had access to the remaining money on my card.","Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: not sure what category it falls under, but i am a rush card holder and has not had access to the remaining money on my card.",,,,,,
structured_final_system,structured,15,1868179,"i received a redacted gift card as a birthday present. upon use of this redacted gift card for money_amount the card was declined. i called the number listed on the back of the card and spoke to a representative who proceeded to tell me she was unable to find the card number. i then provided the serial number from the back of the card and she did pull up my card. she then proceeded to tell me she was sending me a replacement card and i would receive it within xxxx14 business days. i requested expedited shipping and this was not offered or provided. i requested i speak to a supervisor and during the extensive hold she placed me on the call was answered and immediately disconnected. i then called back and proceeded to speak to another representative who stated she was "" resolving my issue ''. she confirmed the card had been sent and stated it would only be up to 10 business days and requested i be placed on a brief hold while she "" resolves my issue ''. after 45 minutes of hold time with brief interludes of "" thank you, i 'm still looking into this '' ; i requested i no longer wait on hold and requested a call back from incomm corporate. she stated",flan_t5,i received a redacted gift card as a birthday present.,i received a redacted gift card as a birthday present.,"Risk level: Medium
Suspected pattern: rental, marketplace, or purchase scam
Red flags: urgent or threatening language; request to transfer money
Summary: i received a redacted gift card as a birthday present.",,,,,,
structured_final_system,structured,16,2273730,i made several transactions that were declined and the company held up my money for seven days each time stating it was the other company that was holding up the money. if the transaction is declined what ever money is on the card should be able to be used. their thieves. i printed the transactions so i have proof.,extractive_fallback,Do not invent facts.,i made several transactions that were declined and the company held up my money for seven days each time stating it was the other company that was holding up the money. if the transaction is declined what ever money is on the card should be.,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: i made several transactions that were declined and the company held up my money for seven days each time stating it was the other company that was holding up the money. if the transaction is declined what ever money is on the card should be.",,,,,,
structured_final_system,structured,17,1762402,"on redacted / redacted /2015 at about redacted i tried to use bank atm # redacted at a bank branch close to [REDACTED] in the redacted to deposit into my account the sums from redacted checks redacted for money_amount and redacted other for money_amount . the atm accepted the money_amount check but rejected and returned the money_amount redacted . i tried once more with the rejected check and it was rejected once more but this time the atm did not return it. instead i was issued a receipt which i will upload stating that it had experienced a technical problem and asking me to call [REDACTED] to confirm that the deposit was properly completed. i did so and provided the bank agent that answered me with all the information necessary to locate the check in question on the atm machine. i was informed by the agent that they would search for the check and that, if found, the money_amount amount would be credited to my account. i checked on the following morning and the money_amount amount had been included into my account so i concluded that the check had been found and that the claim request that i had made had been settled successfully. then on the evening of redacted / redacted /2015 i went on",flan_t5,Consumer complaint: redacted / redacted / 2015,Consumer complaint: redacted / redacted / 2015,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: Consumer complaint: redacted / redacted / 2015",,,,,,
structured_final_system,structured,18,2400987,"hi, i was unfortunately a victim of fraud through reloadit packs. this is not reloadit 's fault, but when i realized that i was being defrauded i called them right away. i had to speak to many different customer service reps until someone understood what i was talking about. when they looked up my reloadit packs, they said they were added to two different reloadit safes which still had funds on them. i was told that the reloadit safes were frozen, but that i would not be able to get my money back since i had been the one who "" authorized someone else to use my packs. '' i think if the money is there, the fraudster 's account was frozen, and i am providing proof that i purchased the packs, i should be able to receive my money back.",flan_t5,Consumer complaint: reloadit packs were added to two different reloadit safes.,Consumer complaint: reloadit packs were added to two different reloadit safes.,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: urgent or threatening language
Summary: Consumer complaint: reloadit packs were added to two different reloadit safes.",,,,,,
structured_final_system,structured,19,1372947,"i entered into a contract with trinity credit services and was told that i had to pay them money_amount for their services. i paid them on redacted ( money_amount from my visa ), on redacted ( money_amount from my visa ), and on redacted ( money_amount from my redacted ). the total restoration fee was money_amount based on a money_amount discount granted me if i agreed now. on redacted , [REDACTED] pulled my credit report and i discovered no changes were made in terms of deletions of inaccurate information. [REDACTED] stated that they were still working on the file. i asked her about the investigation on [REDACTED] . i indicated that this company failed to : state the original date of default, the date the debt was transferred from original creditor to redacted party debt collector, the original balance, the current balance, and surety bond information. i was told by trinity credit service representative ( s ) to forward all correspondences to their office which i did. this included the collection letter from [REDACTED] . since [REDACTED] assured me that they were still sending out investigations, i said ok. on [REDACTED] , i received a congratulation email from [REDACTED] who enrolled me in the program and who took my",flan_t5,[REDACTED] received a congratulation email from [REDACTED],[REDACTED] received a congratulation email from [REDACTED],"Risk level: Low
Suspected pattern: identity theft or synthetic identity fraud
Red flags: No explicit red flags detected
Summary: [REDACTED] received a congratulation email from [REDACTED]",,,,,,
structured_final_system,structured,20,2110713,"my card was fraudulently used for over redacted worth of transactions without my consent. i opened a dispute with eppicard on redacted / redacted /2016. i was advised upon signing and returning the affidavit by redacted / redacted /2016, that i would receive provisional credit/refund of all charges while the company investigated issue. the company redacted mailed affidavit to the wrong address, the had to re-maill to me. i mailed the completed affidavit on redacted / redacted /2016 in which i was told it had yet to be received. upon speaking with redacted more customer reps & redacted level redacted reps i was advised to fax in affidavit just to be sure it was received by redacted / redacted /2016. i faxed the paperwork to the # provided by each rep & received confirmation receipt. i then called on redacted / redacted /2016 and was told by a rep named redacted that faxes are not accepted & that i would not be refunded. i then spoke with a redacted whom stared that faxes are acceptable however they will not refund due faxes take up to 48hrs to process & that will put the paperwork received after redacted / redacted /16. i asked her about being escalated to a supervisor or higher up, she refused. i then asked her what can",extractive_fallback,redacted / redacted /2016.,"my card was fraudulently used for over redacted worth of transactions without my consent. i was advised upon signing and returning the affidavit by redacted / redacted /2016, that i would receive provisional credit/refund of all charges while the company investigated issue.","Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: my card was fraudulently used for over redacted worth of transactions without my consent. i was advised upon signing and returning the affidavit by redacted / redacted /2016, that i would receive provisional credit/refund of all charges while the company investigated issue.",,,,,,
structured_final_system,structured,21,2044874,"i was issued a promotional money_amount prepaid card from bank bank. it was not clear to me that on the "" good through '' date on the card the funds would "" disappear. '' the card clearly says debit on it, and i thought it would be treated like my bank debit card. my understanding is that i would have to obtain a new card. i spoke with redacted different people at bank prepaid card services. they all had the same response, "" sorry ca n't do anything about it. '' they said i could n't speak with any further supervisors to explain my issue. the last person i spoke with was redacted ( employee # redacted ). when i asked for the address of their corporate office, she gave me the wrong address ( i checked online ). i saved this card to spend on something special. money_amount is a lot of money to lose ; if they do this to redacted people, they just netted themselves a fast money_amount ! i want this resolved by receipt of either a check or new card.",flan_t5,"Consumer complaint: i was issued a promotional money_amount prepaid card from bank bank. it was not clear to me that on the "" good through '' date on the card the funds would "" disappear. '' the card clearly says debit on it, and i thought it would be treated like my bank debit card.","Consumer complaint: i was issued a promotional money_amount prepaid card from bank bank. it was not clear to me that on the "" good through '' date on the card the funds would "" disappear. '' the card clearly says debit on it, and i thought it would be treated like my bank debit card.","Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: Consumer complaint: i was issued a promotional money_amount prepaid card from bank bank. it was not clear to me that on the "" good through '' date on the card the funds would "" disappear. '' the card clearly says debit on it, and i thought it would be treated like my bank debit card.",,,,,,
structured_final_system,structured,22,1295778,"redacted / redacted /15 i was a victim of a irs scam, some redacted called me and i fall for it and purchased the prepaid cards redacted it and them the numbers of the redacted prepaid cards, an around two hours later i realized it was a scam so i called the number in the back of the cards, a csr inform me the the money was on the cards and she ( redacted ) was putting a stop on the cards. i was happy as thinking did n't loose my money and everything was fine just like she said, also she give me a its number of the claim and explain the it will take redacted to redacted business day to send me a check, i explain the situation and ask her if she was sure the sto payment was done because this was a time sensitive situation and she said yes. week latter i called the company to seek the status of my claim and the inform me they only put a stop on redacted cards and the redacted of them were redeem, they only can return the money on those cards and the rest was lost because the cards area like cash, i did understand that but when i called them the money was there and they",flan_t5,i was a victim of a scam.,i was a victim of a scam.,"Risk level: Low
Suspected pattern: debt-collection or government impostor scam
Red flags: impersonation of a trusted organization
Summary: i was a victim of a scam.",,,,,,
structured_final_system,structured,23,1591580,"received check fro bank , llc for money_amount . no letter with explanation. check says refund but also says expense check accounts payable, called numerous people in bank -all clueless. routing numbers on bottom are for capitol one, na [REDACTED] , la redacted . guess its a scam? but ca n't figure out how it works. no money being asked from me.",extractive_fallback,Do not invent facts.,"received check fro bank , llc for money_amount. check says refund but also says expense check accounts payable, called numerous people in bank -all clueless.","Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: received check fro bank , llc for money_amount. check says refund but also says expense check accounts payable, called numerous people in bank -all clueless.",,,,,,
structured_final_system,structured,24,1653254,"[REDACTED] forms are submitted.. [REDACTED] , redacted has forms for lost credit cards free they at redacted won, t release lost credit cards redacted , [REDACTED] branch manager, [REDACTED] left on claim without issue money or funds on our account redacted left and we won the grace period represented by [REDACTED] # [REDACTED] represented in federal court redacted represented we have redacted . authorize nrt excepted application [REDACTED] employment complaint. supreme court has law judge, s misconduct nys commissioner of human rights redacted has harassment @ housing complaint. housing urban development [REDACTED] novelty [REDACTED] [ [REDACTED] lawyer. [REDACTED] . banking in redacted has settlement forms",extractive_fallback,[REDACTED],redacted has forms for lost credit cards free they at redacted won. [REDACTED] left on claim without issue money or funds on our account redacted left and we won the grace period represented by [REDACTED] # [REDACTED] represented in federal court redacted represented we have.,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: redacted has forms for lost credit cards free they at redacted won. [REDACTED] left on claim without issue money or funds on our account redacted left and we won the grace period represented by [REDACTED] # [REDACTED] represented in federal court redacted represented we have.",,,,,,
structured_final_system,structured,25,6791314,"redacted / redacted / [REDACTED] unauthorized redacted payment of money_amount redacted / redacted / [REDACTED] unauthorized redacted payment of money_amount redacted / redacted / [REDACTED] unauthorized redacted payment of money_amount redacted / redacted / [REDACTED] unauthorized redacted payment of money_amount redacted / redacted / [REDACTED] unauthorized redacted payment of money_amount i called bank redacted / redacted / redacted immediately [REDACTED] woke up and saw my account drained at redacted to report fraudulent withdrawals. i again called bank on redacted / redacted / redacted at redacted to check the status of my claim, and they told me their investigation could not prove that there was fraud, and that they would not refund my money. by not taking the appropriate action, or letting me appeal their "" investigation '' they are complicit in theft.",flan_t5,"i called bank redacted / redacted / redacted immediately [REDACTED] woke up and saw my account drained at redacted to report fraudulent withdrawals. i again called bank on redacted / redacted / redacted at redacted to check the status of my claim, and they told me their investigation could not prove that there was fraud, and that they would not refund my money.","i called bank redacted / redacted / redacted immediately [REDACTED] woke up and saw my account drained at redacted to report fraudulent withdrawals. i again called bank on redacted / redacted / redacted at redacted to check the status of my claim, and they told me their investigation could not prove that there was fraud, and that they would not refund my money.","Risk level: Medium
Suspected pattern: account takeover or unauthorized transaction
Red flags: urgent or threatening language; consumer denies authorizing the transaction
Summary: i called bank redacted / redacted / redacted immediately [REDACTED] woke up and saw my account drained at redacted to report fraudulent withdrawals. i again called bank on redacted / redacted / redacted at redacted to check the status of my claim, and they told me their investigation could not prove that there was fraud, and that they would not refund my money.",,,,,,
structured_final_system,structured,26,7738299,"commencing on or about redacted / redacted / redacted / redacted / redacted i fell victim to a multilayered scam operation orchestrated by [REDACTED] . under the instructions of [REDACTED] , funds were transferred from my bank account via debit card to redacted and then to the scam platform in the amount of redacted usd. via redacted , i was told to invest money_amount or more and was guaranteed a profit in return. i started with money_amount usd. later i was told to put in more to upgrade. money_amount total. then i was told i had to pay 10 % of the profits in advance to get what i had coming. when i couldn't come up with money_amount more my "" manager - [REDACTED] '' said she would put in redacted if i did. i did my part, she put in redacted then said she wasn't allowed to do the whole redacted , and if i wanted to see any $ i had to pay the additional $ redacted . the entire time she was luring me in.",flan_t5,i fell victim to a multilayered scam operation orchestrated by [REDACTED] .,i fell victim to a multilayered scam operation orchestrated by [REDACTED] .,"Risk level: Low
Suspected pattern: investment or cryptocurrency scam
Red flags: No explicit red flags detected
Summary: i fell victim to a multilayered scam operation orchestrated by [REDACTED] .",,,,,,
structured_final_system,structured,27,6027650,"on redacted / redacted /2022 i submitted an online payment for the power services ( around redacted et ). the same day at redacted et was contacted by phone by scammers that affirmed that my payment submission was declined and i needed to submit payment on the phone to avoid suspension of the power services within the next hour. they tried to make me submit a second payment from the original account i used to submit the payment using redacted as the method of payment. the type of bank account did not support redacted and i was forced to use my personal checking account from bank thad did have the redacted service enabled. they made me submit 2 payments via redacted with the information below redacted using the redacted number redacted and redacted with redacted number redacted . once i realized it was a scam, the individuals hung up and never answered the phone ( they used a fake caller id number ). i contacted bank and [REDACTED] , submitted a report with both institutions. redacted has not reached out, but bank opened an investigation under redacted . i can not open a claim directly with redacted since i get their service from bank . i gave bank the phone number/account information used in the redacted platform",extractive_fallback,Redacted / redacted / /2022,they tried to make me submit a second payment from the original account i used to submit the payment using redacted as the method of payment. the type of bank account did not support redacted and i was forced to use my personal checking account.,"Risk level: Low
Suspected pattern: other suspected fraud or disputed transaction
Red flags: No explicit red flags detected
Summary: they tried to make me submit a second payment from the original account i used to submit the payment using redacted as the method of payment. the type of bank account did not support redacted and i was forced to use my personal checking account.",,,,,,
structured_final_system,structured,28,3317711,on redacted / redacted /2019 at [REDACTED] i purchased three baseball tickets for money_amount using payment_app thinking there was some sort of protection for the purchase. ultimately i was being scammed and there was no recourse available to prevent other consumers from being scammed. payment_app does not even provide an opportunity for the consumer to report fraudulent activity that their service is helping perpetuate. their automated system hangs up on callers that were not using the app for their service. even if i was unable to get my money back i wan na do prevent the same fate befalling others. it does not make sense for there not to be a system in place to report fraudulent activity occurring using their service. if an account is flagged they should freeze the account until it can be determined that the person is not performing criminal activities. my [REDACTED] directed me to contact payment_app claiming an inability to do anything. both companies claim that they are unable to act anf equate the transaction to cash. the problem becomes that you can report cash thefts to the authorities whereas redacted and payment_app claim to not be the authorities.,flan_t5,Report fraud to the authorities.,Report fraud to the authorities.,"Risk level: Medium
Suspected pattern: money-transfer or payment-app scam
Red flags: urgent or threatening language; request to transfer money
Summary: Report fraud to the authorities.",,,,,,
structured_final_system,structured,29,4593113,i have trust bank new york to wire payments that were a fraud to ctiibanamex to an account [REDACTED] . i have called. i went to [REDACTED] but on pandemic they did not help they make a call to customer service but they never answer and said they can not help. i went to redacted on [REDACTED] but they said i have to prove a crime. it was scam from a company who offfer to sell our membership and they have all the information from redacted and [REDACTED] in redacted and the big mistake was to pay for something that was buyer responsabilities but since was bank to bank i got convinces by this redacted group of criminals and we went to redacted even they said this companies look real but they are fake. bank contacted an open cases for each wire and but there was one on redacted and one still pending but they did not stop those two. after that on redacted called but they give no answer until on redacted receives a letters for each saying beneficiary bank did not respond it was so disappoint went they said account is fake. how it is possible and they should have compliance a little to us as customers,extractive_fallback,[REDACTED],i have trust bank new york to wire payments that were a fraud to ctiibanamex to an account [REDACTED]. bank contacted an open cases for each wire and but there was one on redacted and one still pending but they did not stop those two.,"Risk level: Medium
Suspected pattern: rental, marketplace, or purchase scam
Red flags: request to transfer money
Summary: i have trust bank new york to wire payments that were a fraud to ctiibanamex to an account [REDACTED]. bank contacted an open cases for each wire and but there was one on redacted and one still pending but they did not stop those two.",,,,,,
structured_final_system,structured,30,11521586,payment_app didnt ask if it was the correct person i was sending money to and accidentally sent it to the wrong person they wouldnt reimburse me,extractive_fallback,Do not invent facts about payment_app.,payment_app didnt ask if it was the correct person i was sending money to and accidentally sent it to the wrong person they wouldnt reimburse me.,"Risk level: Medium
Suspected pattern: money-transfer or payment-app scam
Red flags: request to transfer money
Summary: payment_app didnt ask if it was the correct person i was sending money to and accidentally sent it to the wrong person they wouldnt reimburse me.",,,,,,
